	ordinal	filename	word	IPA	tokenised	qichwa	english	spanish
4081	2072	es_ES.csv	licitara	/liθitaɾa/	['l', 'i', 'θ', 'i', 't', 'a', 'ɾ', 'a']	lithitara	bid	licitara
4082	2073	es_ES.csv	licitarán	/liθitaˈɾan/	['l', 'i', 'θ', 'i', 't', 'a', 'ɾ', 'a', 'n']	lithitaran	they will tender	licitarán
4083	2074	es_ES.csv	licitaran	/liθitaɾan/	['l', 'i', 'θ', 'i', 't', 'a', 'ɾ', 'a', 'n']	lithitaran	will tender	licitaran
4084	2075	es_ES.csv	licitarás	/liθitaˈɾas/	['l', 'i', 'θ', 'i', 't', 'a', 'ɾ', 'a', 's']	lithitaras	you will bid	licitarás
4085	2076	es_ES.csv	licitaras	/liθitaɾas/	['l', 'i', 'θ', 'i', 't', 'a', 'ɾ', 'a', 's']	lithitaras	you will bid	licitaras
4086	2077	es_ES.csv	lícitas	/ˈliθitas/	['l', 'i', 'θ', 'i', 't', 'a', 's']	lithitas	lawful	lícitas
4087	2078	es_ES.csv	licitas	/liθitas/	['l', 'i', 'θ', 'i', 't', 'a', 's']	lithitas	you bid	licitas
4088	2079	es_ES.csv	liga	/liɣa/	['l', 'i', 'ɣ', 'a']	lika	league	liga
4089	2080	es_ES.csv	ligamaza	/liɣamaθa/	['l', 'i', 'ɣ', 'a', 'm', 'a', 'θ', 'a']	likamatha	honeydew	ligamaza
4090	2081	es_ES.csv	ligamazas	/liɣamaθas/	['l', 'i', 'ɣ', 'a', 'm', 'a', 'θ', 'a', 's']	likamathas	honeydew	ligamazas
4091	2082	es_ES.csv	ligan	/liɣan/	['l', 'i', 'ɣ', 'a', 'n']	likan	flirt	ligan
4092	2083	es_ES.csv	ligar	/liɣaɾ/	['l', 'i', 'ɣ', 'a', 'ɾ']	likar	flirt	ligar
4093	2084	es_ES.csv	ligará	/liɣaˈɾa/	['l', 'i', 'ɣ', 'a', 'ɾ', 'a']	likara	will flirt	ligará
4094	2085	es_ES.csv	ligara	/liɣaɾa/	['l', 'i', 'ɣ', 'a', 'ɾ', 'a']	likara	flirt	ligara
4095	2086	es_ES.csv	ligarán	/liɣaˈɾan/	['l', 'i', 'ɣ', 'a', 'ɾ', 'a', 'n']	likaran	will flirt	ligarán
4096	2087	es_ES.csv	ligaran	/liɣaɾan/	['l', 'i', 'ɣ', 'a', 'ɾ', 'a', 'n']	likaran	will flirt	ligaran
4097	2088	es_ES.csv	ligarás	/liɣaˈɾas/	['l', 'i', 'ɣ', 'a', 'ɾ', 'a', 's']	likaras	you will flirt	ligarás
4098	2089	es_ES.csv	ligaras	/liɣaɾas/	['l', 'i', 'ɣ', 'a', 'ɾ', 'a', 's']	likaras	flirt	ligaras
4099	2090	es_ES.csv	ligas	/liɣas/	['l', 'i', 'ɣ', 'a', 's']	likas	suspenders	ligas
4100	2091	es_ES.csv	liguilla	/liɣiʎa/	['l', 'i', 'ɣ', 'i', 'ʎ', 'a']	likilla	league	liguilla
4101	2092	es_ES.csv	liguillas	/liɣiʎas/	['l', 'i', 'ɣ', 'i', 'ʎ', 'a', 's']	likillas	leagues	liguillas
4102	2093	es_ES.csv	lígula	/ˈliɣula/	['l', 'i', 'ɣ', 'u', 'l', 'a']	likula	ligule	lígula
4103	2094	es_ES.csv	lígulas	/ˈliɣulas/	['l', 'i', 'ɣ', 'u', 'l', 'a', 's']	likulas	ligules	lígulas
4104	2095	es_ES.csv	ligur	/liɣuɾ/	['l', 'i', 'ɣ', 'u', 'ɾ']	likur	ligur	ligur
4105	2096	es_ES.csv	ligurina	/liɣuɾina/	['l', 'i', 'ɣ', 'u', 'ɾ', 'i', 'n', 'a']	likurina	ligurine	ligurina
4106	2097	es_ES.csv	ligurinas	/liɣuɾinas/	['l', 'i', 'ɣ', 'u', 'ɾ', 'i', 'n', 'a', 's']	likurinas	ligurines	ligurinas
4107	2098	es_ES.csv	lija	/lixa/	['l', 'i', 'x', 'a']	lika	sandpaper	lija
4108	2099	es_ES.csv	lijan	/lixan/	['l', 'i', 'x', 'a', 'n']	likan	sand	lijan
4109	2100	es_ES.csv	lijar	/lixaɾ/	['l', 'i', 'x', 'a', 'ɾ']	likar	sand	lijar
4110	2101	es_ES.csv	lijará	/lixaˈɾa/	['l', 'i', 'x', 'a', 'ɾ', 'a']	likara	will sand	lijará
4111	2102	es_ES.csv	lijara	/lixaɾa/	['l', 'i', 'x', 'a', 'ɾ', 'a']	likara	sander	lijara
4112	2103	es_ES.csv	lijarán	/lixaˈɾan/	['l', 'i', 'x', 'a', 'ɾ', 'a', 'n']	likaran	they will sand	lijarán
4113	2104	es_ES.csv	lijaran	/lixaɾan/	['l', 'i', 'x', 'a', 'ɾ', 'a', 'n']	likaran	will sand	lijaran
4114	2105	es_ES.csv	lijarás	/lixaˈɾas/	['l', 'i', 'x', 'a', 'ɾ', 'a', 's']	likaras	you will sand	lijarás
4115	2106	es_ES.csv	lijaras	/lixaɾas/	['l', 'i', 'x', 'a', 'ɾ', 'a', 's']	likaras	you will sand	lijaras
4116	2107	es_ES.csv	lijas	/lixas/	['l', 'i', 'x', 'a', 's']	likas	sandpaper	lijas
4117	2108	es_ES.csv	lila	/lila/	['l', 'i', 'l', 'a']	lila	lilac	lila
4118	2109	es_ES.csv	lilac	/lilak/	['l', 'i', 'l', 'a', 'k']	lilak	lilac	lilac
4119	2110	es_ES.csv	lilas	/lilas/	['l', 'i', 'l', 'a', 's']	lilas	lilacs	lilas
4120	2111	es_ES.csv	lililí	/liliˈli/	['l', 'i', 'l', 'i', 'l', 'i']	lilili	lilili	lililí
4121	2112	es_ES.csv	lima	/lima/	['l', 'i', 'm', 'a']	lima	lime	lima
4122	2113	es_ES.csv	limalla	/limaʎa/	['l', 'i', 'm', 'a', 'ʎ', 'a']	limalla	filet	limalla
4123	2114	es_ES.csv	limallas	/limaʎas/	['l', 'i', 'm', 'a', 'ʎ', 'a', 's']	limallas	filets	limallas
4124	2115	es_ES.csv	liman	/liman/	['l', 'i', 'm', 'a', 'n']	liman	file	liman
4125	2116	es_ES.csv	limar	/limaɾ/	['l', 'i', 'm', 'a', 'ɾ']	limar	file	limar
4126	2117	es_ES.csv	limará	/limaˈɾa/	['l', 'i', 'm', 'a', 'ɾ', 'a']	limara	will file	limará
4127	2118	es_ES.csv	limara	/limaɾa/	['l', 'i', 'm', 'a', 'ɾ', 'a']	limara	limera	limara
4128	2119	es_ES.csv	limarán	/limaˈɾan/	['l', 'i', 'm', 'a', 'ɾ', 'a', 'n']	limaran	limeran	limarán
4129	2120	es_ES.csv	limaran	/limaɾan/	['l', 'i', 'm', 'a', 'ɾ', 'a', 'n']	limaran	limeran	limaran
4130	2121	es_ES.csv	limarás	/limaˈɾas/	['l', 'i', 'm', 'a', 'ɾ', 'a', 's']	limaras	you will file	limarás
4131	2122	es_ES.csv	limaras	/limaɾas/	['l', 'i', 'm', 'a', 'ɾ', 'a', 's']	limaras	files	limaras
4132	2123	es_ES.csv	limas	/limas/	['l', 'i', 'm', 'a', 's']	limas	limes	limas
4133	2124	es_ES.csv	limaza	/limaθa/	['l', 'i', 'm', 'a', 'θ', 'a']	limatha	slime	limaza
4134	2125	es_ES.csv	limazas	/limaθas/	['l', 'i', 'm', 'a', 'θ', 'a', 's']	limathas	slugs	limazas
4135	2126	es_ES.csv	limita	/limita/	['l', 'i', 'm', 'i', 't', 'a']	limita	limits	limita
4136	2127	es_ES.csv	limitan	/limitan/	['l', 'i', 'm', 'i', 't', 'a', 'n']	limitan	limit	limitan
4137	2128	es_ES.csv	limitar	/limitaɾ/	['l', 'i', 'm', 'i', 't', 'a', 'ɾ']	limitar	limit	limitar
4138	2129	es_ES.csv	limitará	/limitaˈɾa/	['l', 'i', 'm', 'i', 't', 'a', 'ɾ', 'a']	limitara	will limit	limitará
4139	2130	es_ES.csv	limitara	/limitaɾa/	['l', 'i', 'm', 'i', 't', 'a', 'ɾ', 'a']	limitara	will limit	limitara
4140	2131	es_ES.csv	limitarán	/limitaˈɾan/	['l', 'i', 'm', 'i', 't', 'a', 'ɾ', 'a', 'n']	limitaran	will limit	limitarán
4141	2132	es_ES.csv	limitaran	/limitaɾan/	['l', 'i', 'm', 'i', 't', 'a', 'ɾ', 'a', 'n']	limitaran	will limit	limitaran
4142	2133	es_ES.csv	limitarás	/limitaˈɾas/	['l', 'i', 'm', 'i', 't', 'a', 'ɾ', 'a', 's']	limitaras	you will limit	limitarás
4143	2134	es_ES.csv	limitaras	/limitaɾas/	['l', 'i', 'm', 'i', 't', 'a', 'ɾ', 'a', 's']	limitaras	you will limit	limitaras
4144	2135	es_ES.csv	limitas	/limitas/	['l', 'i', 'm', 'i', 't', 'a', 's']	limitas	you limit	limitas
4145	2136	es_ES.csv	linar	/linaɾ/	['l', 'i', 'n', 'a', 'ɾ']	linar	linar	linar
4146	2137	es_ES.csv	linaza	/linaθa/	['l', 'i', 'n', 'a', 'θ', 'a']	linatha	flax	linaza
4147	2138	es_ES.csv	linazas	/linaθas/	['l', 'i', 'n', 'a', 'θ', 'a', 's']	linathas	linseed	linazas
4148	2139	es_ES.csv	liña	/liɲa/	['l', 'i', 'ɲ', 'a']	liña	lina	liña
4149	2140	es_ES.csv	liñas	/liɲas/	['l', 'i', 'ɲ', 'a', 's']	liñas	lines	liñas
4150	2141	es_ES.csv	lipis	/lipis/	['l', 'i', 'p', 'i', 's']	lipis	lipis	lipis
4151	2142	es_ES.csv	lira	/liɾa/	['l', 'i', 'ɾ', 'a']	lira	lira	lira
4152	2143	es_ES.csv	liras	/liɾas/	['l', 'i', 'ɾ', 'a', 's']	liras	lire	liras
4153	2144	es_ES.csv	lírica	/ˈliɾika/	['l', 'i', 'ɾ', 'i', 'k', 'a']	lirika	lyric	lírica
4154	2145	es_ES.csv	líricas	/ˈliɾikas/	['l', 'i', 'ɾ', 'i', 'k', 'a', 's']	lirikas	lyrics	líricas
4155	2146	es_ES.csv	lis	/lis/	['l', 'i', 's']	lis	lils	lis
4156	2147	es_ES.csv	lisa	/lisa/	['l', 'i', 's', 'a']	lisa	smooth	lisa
4157	2148	es_ES.csv	lisas	/lisas/	['l', 'i', 's', 'a', 's']	lisas	smooth	lisas
4158	2149	es_ES.csv	lisis	/lisis/	['l', 'i', 's', 'i', 's']	lisis	lysis	lisis
4159	2150	es_ES.csv	lisura	/lisuɾa/	['l', 'i', 's', 'u', 'ɾ', 'a']	lisura	smoothness	lisura
4160	2151	es_ES.csv	lisuras	/lisuɾas/	['l', 'i', 's', 'u', 'ɾ', 'a', 's']	lisuras	smoothness	lisuras
4161	2152	es_ES.csv	lita	/lita/	['l', 'i', 't', 'a']	lita	lita	lita
4162	2153	es_ES.csv	litan	/litan/	['l', 'i', 't', 'a', 'n']	litan	litan	litan
4163	2154	es_ES.csv	litar	/litaɾ/	['l', 'i', 't', 'a', 'ɾ']	litar	litar	litar
4164	2155	es_ES.csv	litará	/litaˈɾa/	['l', 'i', 't', 'a', 'ɾ', 'a']	litara	litará	litará
4165	2156	es_ES.csv	litara	/litaɾa/	['l', 'i', 't', 'a', 'ɾ', 'a']	litara	litara	litara
4166	2157	es_ES.csv	litarán	/litaˈɾan/	['l', 'i', 't', 'a', 'ɾ', 'a', 'n']	litaran	litaran	litarán
4167	2158	es_ES.csv	litaran	/litaɾan/	['l', 'i', 't', 'a', 'ɾ', 'a', 'n']	litaran	litaran	litaran
4168	2159	es_ES.csv	litarás	/litaˈɾas/	['l', 'i', 't', 'a', 'ɾ', 'a', 's']	litaras	you will litarás	litarás
4169	2160	es_ES.csv	litaras	/litaɾas/	['l', 'i', 't', 'a', 'ɾ', 'a', 's']	litaras	literas	litaras
4170	2161	es_ES.csv	litas	/litas/	['l', 'i', 't', 'a', 's']	litas	litas	litas
4171	2162	es_ES.csv	lítica	/ˈlitika/	['l', 'i', 't', 'i', 'k', 'a']	litika	lithic	lítica
4172	2163	es_ES.csv	líticas	/ˈlitikas/	['l', 'i', 't', 'i', 'k', 'a', 's']	litikas	lithic	líticas
4173	2164	es_ES.csv	litiga	/litiɣa/	['l', 'i', 't', 'i', 'ɣ', 'a']	litika	litigates	litiga
4174	2165	es_ES.csv	litigan	/litiɣan/	['l', 'i', 't', 'i', 'ɣ', 'a', 'n']	litikan	litigate	litigan
4175	2166	es_ES.csv	litigar	/litiɣaɾ/	['l', 'i', 't', 'i', 'ɣ', 'a', 'ɾ']	litikar	litigate	litigar
4176	2167	es_ES.csv	litigará	/litiɣaˈɾa/	['l', 'i', 't', 'i', 'ɣ', 'a', 'ɾ', 'a']	litikara	will litigate	litigará
4177	2168	es_ES.csv	litigara	/litiɣaɾa/	['l', 'i', 't', 'i', 'ɣ', 'a', 'ɾ', 'a']	litikara	will litigate	litigara
4178	2169	es_ES.csv	litigarán	/litiɣaˈɾan/	['l', 'i', 't', 'i', 'ɣ', 'a', 'ɾ', 'a', 'n']	litikaran	will litigate	litigarán
4179	2170	es_ES.csv	litigaran	/litiɣaɾan/	['l', 'i', 't', 'i', 'ɣ', 'a', 'ɾ', 'a', 'n']	litikaran	will litigate	litigaran
4180	2171	es_ES.csv	litigarás	/litiɣaˈɾas/	['l', 'i', 't', 'i', 'ɣ', 'a', 'ɾ', 'a', 's']	litikaras	you will litigate	litigarás
4181	2172	es_ES.csv	litigaras	/litiɣaɾas/	['l', 'i', 't', 'i', 'ɣ', 'a', 'ɾ', 'a', 's']	litikaras	litigate	litigaras
4182	2173	es_ES.csv	litigas	/litiɣas/	['l', 'i', 't', 'i', 'ɣ', 'a', 's']	litikas	litigation	litigas
4183	2174	es_ES.csv	litina	/litina/	['l', 'i', 't', 'i', 'n', 'a']	litina	litin	litina
4184	2175	es_ES.csv	litinas	/litinas/	['l', 'i', 't', 'i', 'n', 'a', 's']	litinas	litin	litinas
4185	2176	es_ES.csv	litis	/litis/	['l', 'i', 't', 'i', 's']	litis	litis	litis
4186	2177	es_ES.csv	liza	/liθa/	['l', 'i', 'θ', 'a']	litha	liza	liza
4187	2178	es_ES.csv	lizas	/liθas/	['l', 'i', 'θ', 'a', 's']	lithas	lists	lizas
4188	2179	es_ES.csv	llaca	/ʎaka/	['ʎ', 'a', 'k', 'a']	llaka	llaca	llaca
4189	2180	es_ES.csv	llacas	/ʎakas/	['ʎ', 'a', 'k', 'a', 's']	llakas	llacas	llacas
4190	2181	es_ES.csv	llaga	/ʎaɣa/	['ʎ', 'a', 'ɣ', 'a']	llaka	sore	llaga
4191	2182	es_ES.csv	llagan	/ʎaɣan/	['ʎ', 'a', 'ɣ', 'a', 'n']	llakan	they sore	llagan
4192	2183	es_ES.csv	llagar	/ʎaɣaɾ/	['ʎ', 'a', 'ɣ', 'a', 'ɾ']	llakar	wound	llagar
4193	2184	es_ES.csv	llagará	/ʎaɣaˈɾa/	['ʎ', 'a', 'ɣ', 'a', 'ɾ', 'a']	llakara	will sore	llagará
4194	2185	es_ES.csv	llagara	/ʎaɣaɾa/	['ʎ', 'a', 'ɣ', 'a', 'ɾ', 'a']	llakara	sore	llagara
4195	2186	es_ES.csv	llagarán	/ʎaɣaˈɾan/	['ʎ', 'a', 'ɣ', 'a', 'ɾ', 'a', 'n']	llakaran	they will sore	llagarán
4196	2187	es_ES.csv	llagaran	/ʎaɣaɾan/	['ʎ', 'a', 'ɣ', 'a', 'ɾ', 'a', 'n']	llakaran	sore	llagaran
4197	2188	es_ES.csv	llagarás	/ʎaɣaˈɾas/	['ʎ', 'a', 'ɣ', 'a', 'ɾ', 'a', 's']	llakaras	you will sore	llagarás
4198	2189	es_ES.csv	llagaras	/ʎaɣaɾas/	['ʎ', 'a', 'ɣ', 'a', 'ɾ', 'a', 's']	llakaras	sores	llagaras
4199	2190	es_ES.csv	llagas	/ʎaɣas/	['ʎ', 'a', 'ɣ', 'a', 's']	llakas	sores	llagas
4200	2191	es_ES.csv	llama	/ʎama/	['ʎ', 'a', 'm', 'a']	llama	calls	llama
4201	2192	es_ES.csv	llaman	/ʎaman/	['ʎ', 'a', 'm', 'a', 'n']	llaman	call	llaman
4202	2193	es_ES.csv	llamar	/ʎamaɾ/	['ʎ', 'a', 'm', 'a', 'ɾ']	llamar	call	llamar
4203	2194	es_ES.csv	llamará	/ʎamaˈɾa/	['ʎ', 'a', 'm', 'a', 'ɾ', 'a']	llamara	call to	llamará
4204	2195	es_ES.csv	llamara	/ʎamaɾa/	['ʎ', 'a', 'm', 'a', 'ɾ', 'a']	llamara	call to	llamara
4205	2196	es_ES.csv	llamarán	/ʎamaˈɾan/	['ʎ', 'a', 'm', 'a', 'ɾ', 'a', 'n']	llamaran	they will call	llamarán
4206	2197	es_ES.csv	llamaran	/ʎamaɾan/	['ʎ', 'a', 'm', 'a', 'ɾ', 'a', 'n']	llamaran	they will call	llamaran
4207	2198	es_ES.csv	llamarás	/ʎamaˈɾas/	['ʎ', 'a', 'm', 'a', 'ɾ', 'a', 's']	llamaras	you will call	llamarás
4208	2199	es_ES.csv	llamaras	/ʎamaɾas/	['ʎ', 'a', 'm', 'a', 'ɾ', 'a', 's']	llamaras	you will call	llamaras
4209	2200	es_ES.csv	llamas	/ʎamas/	['ʎ', 'a', 'm', 'a', 's']	llamas	calls	llamas
4210	2201	es_ES.csv	llamita	/ʎamita/	['ʎ', 'a', 'm', 'i', 't', 'a']	llamita	little flame	llamita
4211	2202	es_ES.csv	llamitas	/ʎamitas/	['ʎ', 'a', 'm', 'i', 't', 'a', 's']	llamitas	little flames	llamitas
4212	2203	es_ES.csv	llana	/ʎana/	['ʎ', 'a', 'n', 'a']	llana	trowel	llana
4213	2204	es_ES.csv	llanas	/ʎanas/	['ʎ', 'a', 'n', 'a', 's']	llanas	trowels	llanas
4214	2205	es_ES.csv	llanura	/ʎanuɾa/	['ʎ', 'a', 'n', 'u', 'ɾ', 'a']	llanura	plain	llanura
4215	2206	es_ES.csv	llanuras	/ʎanuɾas/	['ʎ', 'a', 'n', 'u', 'ɾ', 'a', 's']	llanuras	plains	llanuras
4216	2207	es_ES.csv	llapa	/ʎapa/	['ʎ', 'a', 'p', 'a']	llapa	llapa	llapa
4217	2208	es_ES.csv	llapan	/ʎapan/	['ʎ', 'a', 'p', 'a', 'n']	llapan	llapan	llapan
4218	2209	es_ES.csv	llapar	/ʎapaɾ/	['ʎ', 'a', 'p', 'a', 'ɾ']	llapar	llapar	llapar
4219	2210	es_ES.csv	llapará	/ʎapaˈɾa/	['ʎ', 'a', 'p', 'a', 'ɾ', 'a']	llapara	will call	llapará
4220	2211	es_ES.csv	llapara	/ʎapaɾa/	['ʎ', 'a', 'p', 'a', 'ɾ', 'a']	llapara	will call	llapara
4221	2212	es_ES.csv	llaparán	/ʎapaˈɾan/	['ʎ', 'a', 'p', 'a', 'ɾ', 'a', 'n']	llaparan	they will call	llaparán
4222	2213	es_ES.csv	llaparan	/ʎapaɾan/	['ʎ', 'a', 'p', 'a', 'ɾ', 'a', 'n']	llaparan	they will call	llaparan
4223	2214	es_ES.csv	llaparás	/ʎapaˈɾas/	['ʎ', 'a', 'p', 'a', 'ɾ', 'a', 's']	llaparas	you will call	llaparás
4224	2215	es_ES.csv	llaparas	/ʎapaɾas/	['ʎ', 'a', 'p', 'a', 'ɾ', 'a', 's']	llaparas	you will call	llaparas
4225	2216	es_ES.csv	llapas	/ʎapas/	['ʎ', 'a', 'p', 'a', 's']	llapas	llapas	llapas
4226	2217	es_ES.csv	llar	/ʎaɾ/	['ʎ', 'a', 'ɾ']	llar	llar	llar
4227	2218	es_ES.csv	lucana	/lukana/	['l', 'u', 'k', 'a', 'n', 'a']	lukana	lucana	lucana
4228	2219	es_ES.csv	lucanas	/lukanas/	['l', 'u', 'k', 'a', 'n', 'a', 's']	lukanas	lucanas	lucanas
4229	2220	es_ES.csv	lucilina	/luθilina/	['l', 'u', 'θ', 'i', 'l', 'i', 'n', 'a']	luthilina	lucilin	lucilina
4230	2221	es_ES.csv	lucilinas	/luθilinas/	['l', 'u', 'θ', 'i', 'l', 'i', 'n', 'a', 's']	luthilinas	lucilinas	lucilinas
4231	2222	es_ES.csv	lucir	/luθiɾ/	['l', 'u', 'θ', 'i', 'ɾ']	luthir	show off	lucir
4232	2223	es_ES.csv	lucirá	/luθiˈɾa/	['l', 'u', 'θ', 'i', 'ɾ', 'a']	luthira	will shine	lucirá
4233	2224	es_ES.csv	lucirán	/luθiˈɾan/	['l', 'u', 'θ', 'i', 'ɾ', 'a', 'n']	luthiran	they will shine	lucirán
4234	2225	es_ES.csv	lucirás	/luθiˈɾas/	['l', 'u', 'θ', 'i', 'ɾ', 'a', 's']	luthiras	you will shine	lucirás
4235	2226	es_ES.csv	lucís	/luˈθis/	['l', 'u', 'θ', 'i', 's']	luthis	lucis	lucís
4236	2227	es_ES.csv	lúcuma	/ˈlukuma/	['l', 'u', 'k', 'u', 'm', 'a']	lukuma	lucuma	lúcuma
4237	2228	es_ES.csv	lúcumas	/ˈlukumas/	['l', 'u', 'k', 'u', 'm', 'a', 's']	lukumas	lucumas	lúcumas
4238	2229	es_ES.csv	lugar	/luɣaɾ/	['l', 'u', 'ɣ', 'a', 'ɾ']	lukar	place	lugar
4239	2230	es_ES.csv	lula	/lula/	['l', 'u', 'l', 'a']	lula	lula	lula
4240	2231	es_ES.csv	lulas	/lulas/	['l', 'u', 'l', 'a', 's']	lulas	lullas	lulas
4241	2232	es_ES.csv	luma	/luma/	['l', 'u', 'm', 'a']	luma	luma	luma
4242	2233	es_ES.csv	lumas	/lumas/	['l', 'u', 'm', 'a', 's']	lumas	lumas	lumas
4243	2234	es_ES.csv	luminar	/luminaɾ/	['l', 'u', 'm', 'i', 'n', 'a', 'ɾ']	luminar	illuminate	luminar
4244	2235	es_ES.csv	lumínica	/luˈminika/	['l', 'u', 'm', 'i', 'n', 'i', 'k', 'a']	luminika	luminous	lumínica
4245	2236	es_ES.csv	lumínicas	/luˈminikas/	['l', 'u', 'm', 'i', 'n', 'i', 'k', 'a', 's']	luminikas	light	lumínicas
4246	2237	es_ES.csv	luna	/luna/	['l', 'u', 'n', 'a']	luna	moon	luna
4247	2238	es_ES.csv	lunar	/lunaɾ/	['l', 'u', 'n', 'a', 'ɾ']	lunar	mole	lunar
4248	2239	es_ES.csv	lunas	/lunas/	['l', 'u', 'n', 'a', 's']	lunas	moons	lunas
4249	2240	es_ES.csv	lunática	/luˈnatika/	['l', 'u', 'n', 'a', 't', 'i', 'k', 'a']	lunatika	lunatic	lunática
4250	2241	es_ES.csv	lunáticas	/luˈnatikas/	['l', 'u', 'n', 'a', 't', 'i', 'k', 'a', 's']	lunatikas	lunatics	lunáticas
4251	2242	es_ES.csv	lunilla	/luniʎa/	['l', 'u', 'n', 'i', 'ʎ', 'a']	lunilla	lunilla	lunilla
4252	2243	es_ES.csv	lunillas	/luniʎas/	['l', 'u', 'n', 'i', 'ʎ', 'a', 's']	lunillas	lunillas	lunillas
4253	2244	es_ES.csv	lúnula	/ˈlunula/	['l', 'u', 'n', 'u', 'l', 'a']	lunula	lunula	lúnula
4254	2245	es_ES.csv	lúnulas	/ˈlunulas/	['l', 'u', 'n', 'u', 'l', 'a', 's']	lunulas	lunules	lúnulas
4255	2246	es_ES.csv	lupa	/lupa/	['l', 'u', 'p', 'a']	lupa	magnifying glass	lupa
4256	2247	es_ES.csv	lupanar	/lupanaɾ/	['l', 'u', 'p', 'a', 'n', 'a', 'ɾ']	lupanar	brothel	lupanar
4257	2248	es_ES.csv	lupas	/lupas/	['l', 'u', 'p', 'a', 's']	lupas	magnifying glasses	lupas
4258	2249	es_ES.csv	lupina	/lupina/	['l', 'u', 'p', 'i', 'n', 'a']	lupina	lupine	lupina
4259	2250	es_ES.csv	lupinas	/lupinas/	['l', 'u', 'p', 'i', 'n', 'a', 's']	lupinas	lupines	lupinas
4260	2251	es_ES.csv	lupus	/lupus/	['l', 'u', 'p', 'u', 's']	lupus	lupus	lupus
4261	2252	es_ES.csv	lusa	/lusa/	['l', 'u', 's', 'a']	lusa	lusa	lusa
4262	2253	es_ES.csv	lusas	/lusas/	['l', 'u', 's', 'a', 's']	lusas	lusas	lusas
4263	2254	es_ES.csv	lusitana	/lusitana/	['l', 'u', 's', 'i', 't', 'a', 'n', 'a']	lusitana	lusitanian	lusitana
4264	2255	es_ES.csv	lusitanas	/lusitanas/	['l', 'u', 's', 'i', 't', 'a', 'n', 'a', 's']	lusitanas	Lusitanians	lusitanas
4265	2256	es_ES.csv	lusitánica	/lusiˈtanika/	['l', 'u', 's', 'i', 't', 'a', 'n', 'i', 'k', 'a']	lusitanika	lusitanian	lusitánica
4266	2257	es_ES.csv	lusitánicas	/lusiˈtanikas/	['l', 'u', 's', 'i', 't', 'a', 'n', 'i', 'k', 'a', 's']	lusitanikas	Lusitanian	lusitánicas
4267	2258	es_ES.csv	luz	/luθ/	['l', 'u', 'θ']	luth	light	luz
4268	2259	es_ES.csv	maca	/maka/	['m', 'a', 'k', 'a']	maka	bruise	maca
4269	2260	es_ES.csv	macaca	/makaka/	['m', 'a', 'k', 'a', 'k', 'a']	makaka	macaque	macaca
4270	2261	es_ES.csv	macacas	/makakas/	['m', 'a', 'k', 'a', 'k', 'a', 's']	makakas	macaques	macacas
4271	2262	es_ES.csv	macan	/makan/	['m', 'a', 'k', 'a', 'n']	makan	macán	macan
4272	2263	es_ES.csv	macana	/makana/	['m', 'a', 'k', 'a', 'n', 'a']	makana	baton	macana
4273	2264	es_ES.csv	macanas	/makanas/	['m', 'a', 'k', 'a', 'n', 'a', 's']	makanas	macanas	macanas
4274	2265	es_ES.csv	macar	/makaɾ/	['m', 'a', 'k', 'a', 'ɾ']	makar	macar	macar
4275	2266	es_ES.csv	macará	/makaˈɾa/	['m', 'a', 'k', 'a', 'ɾ', 'a']	makara	macará	macará
4276	2267	es_ES.csv	macara	/makaɾa/	['m', 'a', 'k', 'a', 'ɾ', 'a']	makara	macara	macara
4277	2268	es_ES.csv	macarán	/makaˈɾan/	['m', 'a', 'k', 'a', 'ɾ', 'a', 'n']	makaran	macaran	macarán
4278	2269	es_ES.csv	macaran	/makaɾan/	['m', 'a', 'k', 'a', 'ɾ', 'a', 'n']	makaran	macaroons	macaran
4279	2270	es_ES.csv	macarás	/makaˈɾas/	['m', 'a', 'k', 'a', 'ɾ', 'a', 's']	makaras	macarás	macarás
4280	2271	es_ES.csv	macaras	/makaɾas/	['m', 'a', 'k', 'a', 'ɾ', 'a', 's']	makaras	macaras	macaras
4281	2272	es_ES.csv	macas	/makas/	['m', 'a', 'k', 'a', 's']	makas	macas	macas
4282	2273	es_ES.csv	macasar	/makasaɾ/	['m', 'a', 'k', 'a', 's', 'a', 'ɾ']	makasar	macassar	macasar
4283	2274	es_ES.csv	macis	/maθis/	['m', 'a', 'θ', 'i', 's']	mathis	mace	macis
4284	2275	es_ES.csv	maciza	/maθiθa/	['m', 'a', 'θ', 'i', 'θ', 'a']	mathitha	solid	maciza
4285	2276	es_ES.csv	macizan	/maθiθan/	['m', 'a', 'θ', 'i', 'θ', 'a', 'n']	mathithan	solidify	macizan
4286	2277	es_ES.csv	macizar	/maθiθaɾ/	['m', 'a', 'θ', 'i', 'θ', 'a', 'ɾ']	mathithar	solidify	macizar
4287	2278	es_ES.csv	macizará	/maθiθaˈɾa/	['m', 'a', 'θ', 'i', 'θ', 'a', 'ɾ', 'a']	mathithara	will solidify	macizará
4288	2279	es_ES.csv	macizara	/maθiθaɾa/	['m', 'a', 'θ', 'i', 'θ', 'a', 'ɾ', 'a']	mathithara	solidify	macizara
4289	2280	es_ES.csv	macizarán	/maθiθaˈɾan/	['m', 'a', 'θ', 'i', 'θ', 'a', 'ɾ', 'a', 'n']	mathitharan	will solidify	macizarán
