ordinal	fil	filename	word	tokenised	qichwa	english	spanish
36	ces	ces_latn_broad.tsv	ty	['t', 'ɪ']	ti	you	tú
37	ces	ces_latn_broad.tsv	šach	['ʃ', 'a', 'x']	shak	check	controlar
38	ces	ces_latn_broad.tsv	šaty	['ʃ', 'a', 't', 'ɪ']	shati	dress	vestido
39	ces	ces_latn_broad.tsv	šikula	['ʃ', 'ɪ', 'k', 'u', 'l', 'a']	shikula	cool	Frío
1	chb	chb_latn_broad.tsv	anima	['a', 'n', 'i', 'm', 'a']	anima		
2	chb	chb_latn_broad.tsv	anu	['a', 'n', 'u']	anu		
3	chb	chb_latn_broad.tsv	ata	['a', 't', 'a']	ata		
4	chb	chb_latn_broad.tsv	ca	['k', 'a']	ka		
5	chb	chb_latn_broad.tsv	hu	['h', 'u']	hu		
1	che	che_cyrl_broad.tsv	йиша	['j', 'i', 'ʃ', 'a']	yisha		
2	che	che_cyrl_broad.tsv	кхокха	['q', 'o', 'q', 'a']	quqa		
3	che	che_cyrl_broad.tsv	лам	['l', 'a', 'm']	lam		
4	che	che_cyrl_broad.tsv	лама	['l', 'a', 'm', 'a']	lama		
5	che	che_cyrl_broad.tsv	мар	['m', 'a', 'ɾ']	mar		
6	che	che_cyrl_broad.tsv	нана	['n', 'a', 'n', 'a']	nana		
7	che	che_cyrl_broad.tsv	ша	['ʃ', 'a']	sha		
8	che	che_cyrl_broad.tsv	шура	['ʃ', 'u', 'ɾ', 'a']	shura		
1	ckb	ckb_arab_broad.tsv	ئەو	['a', 'w']	aw		
2	ckb	ckb_arab_broad.tsv	تر	['t', 'ɪ', 'ɾ']	tir		
3	ckb	ckb_arab_broad.tsv	ترین	['t', 'ɪ', 'ɾ', 'i', 'n']	tirin		
4	ckb	ckb_arab_broad.tsv	شوقە	['ʃ', 'u', 'q', 'a']	shuqa		
5	ckb	ckb_arab_broad.tsv	شەش	['ʃ', 'a', 'ʃ']	shash		
6	ckb	ckb_arab_broad.tsv	من	['m', 'ɪ', 'n']	min		
7	ckb	ckb_arab_broad.tsv	یەک	['j', 'a', 'k']	yak		
1	cmn	cmn_hani_broad.tsv	㐆	['i', 'n']	in	㐆	㐆
2	cmn	cmn_hani_broad.tsv	㐭	['l', 'i', 'n']	lin	㐭	㐭
3	cmn	cmn_hani_broad.tsv	㑉	['s', 'u']	su	㑉	㑉
4	cmn	cmn_hani_broad.tsv	㑛	['s', 'u']	su	㑛	㑛
5	cmn	cmn_hani_broad.tsv	㑦	['l', 'i']	li	㑦	㑦
6	cmn	cmn_hani_broad.tsv	㒂	['kʰ', 'u']	khu	㒂	㒂
7	cmn	cmn_hani_broad.tsv	㒇	['m', 'u']	mu	㒇	㒇
8	cmn	cmn_hani_broad.tsv	㒧	['l', 'i']	li	㒧	㒧
9	cmn	cmn_hani_broad.tsv	㒴	['k', 'u']	ku	㒴	㒴
10	cmn	cmn_hani_broad.tsv	㒿	['l', 'i']	li	㒿	㒿
11	cmn	cmn_hani_broad.tsv	㓃	['t', 'u']	tu	㓃	㓃
12	cmn	cmn_hani_broad.tsv	㓐	['l', 'u']	lu	㓐	㓐
13	cmn	cmn_hani_broad.tsv	㓖	['p', 'i']	pi	㓖	㓖
14	cmn	cmn_hani_broad.tsv	㓟	['pʰ', 'i']	phi	㓟	㓟
15	cmn	cmn_hani_broad.tsv	㓳	['t', 'i']	ti	㓳	㓳
16	cmn	cmn_hani_broad.tsv	㔂	['l', 'i', 'n']	lin	㔂	㔂
17	cmn	cmn_hani_broad.tsv	㔃	['pʰ', 'i']	phi	㔃	㔃
18	cmn	cmn_hani_broad.tsv	㔄	['s', 'u']	su	㔄	㔄
19	cmn	cmn_hani_broad.tsv	㔏	['l', 'i']	li	㔏	㔏
20	cmn	cmn_hani_broad.tsv	㔪	['l', 'u']	lu	㔪	㔪
21	cmn	cmn_hani_broad.tsv	㔸	['tʰ', 'i']	thi	㔸	㔸
22	cmn	cmn_hani_broad.tsv	㕂	['i', 'n']	in	㕂	㕂
23	cmn	cmn_hani_broad.tsv	㕆	['x', 'u']	ku	㕆	㕆
24	cmn	cmn_hani_broad.tsv	㕖	['s', 'u']	su	㕖	㕖
25	cmn	cmn_hani_broad.tsv	㖗	['i', 'n']	in	㖗	㖗
26	cmn	cmn_hani_broad.tsv	㗅	['x', 'u']	ku	㗅	㗅
27	cmn	cmn_hani_broad.tsv	㘠	['p', 'i']	pi	㘠	㘠
28	cmn	cmn_hani_broad.tsv	㘠	['p', 'i']	pi	㘠	㘠
29	cmn	cmn_hani_broad.tsv	㘵	['p', 'u']	pu	㘵	㘵
30	cmn	cmn_hani_broad.tsv	㙄	['p', 'i']	pi	㙄	㙄
31	cmn	cmn_hani_broad.tsv	㙬	['i', 'n']	in	㙬	㙬
32	cmn	cmn_hani_broad.tsv	㚉	['k', 'u']	ku	㚉	㚉
33	cmn	cmn_hani_broad.tsv	㚴	['p', 'u']	pu	㚴	㚴
34	cmn	cmn_hani_broad.tsv	㛬	['l', 'u']	lu	㛬	㛬
35	cmn	cmn_hani_broad.tsv	㜆	['m', 'i']	mi	㜆	㜆
36	cmn	cmn_hani_broad.tsv	㜈	['m', 'u']	mu	㜈	㜈
37	cmn	cmn_hani_broad.tsv	㜙	['l', 'u']	lu	㜙	㜙
38	cmn	cmn_hani_broad.tsv	㜚	['s', 'u']	su	㜚	㜚
39	cmn	cmn_hani_broad.tsv	㜷	['m', 'i']	mi	㜷	㜷
40	cmn	cmn_hani_broad.tsv	㝙	['i', 'n']	in	㝙	㝙
41	cmn	cmn_hani_broad.tsv	㝝	['l', 'i', 'n']	lin	㝝	㝝
42	cmn	cmn_hani_broad.tsv	㝥	['m', 'i']	mi	㝥	㝥
43	cmn	cmn_hani_broad.tsv	㞎	['p', 'a']	pa	㞎	㞎
44	cmn	cmn_hani_broad.tsv	㞎㞎	['p', 'a', 'p', 'a']	papa	㞎㞎	㞎㞎
45	cmn	cmn_hani_broad.tsv	㞶	['m', 'i', 'n']	min	㞶	㞶
46	cmn	cmn_hani_broad.tsv	㟂	['m', 'u']	mu	㟂	㟂
47	cmn	cmn_hani_broad.tsv	㠟	['l', 'i']	li	㠟	㠟
48	cmn	cmn_hani_broad.tsv	㠣	['l', 'i']	li	㠣	㠣
49	cmn	cmn_hani_broad.tsv	㠲	['p', 'i']	pi	㠲	㠲
50	cmn	cmn_hani_broad.tsv	㠸	['kʰ', 'u']	khu	㠸	㠸
51	cmn	cmn_hani_broad.tsv	㡀	['p', 'i']	pi	㡀	㡀
52	cmn	cmn_hani_broad.tsv	㢩	['t', 'i']	ti	㢩	㢩
53	cmn	cmn_hani_broad.tsv	㢩	['t', 'i']	ti	㢩	㢩
54	cmn	cmn_hani_broad.tsv	㣇	['t', 'i']	ti	㣇	㣇
55	cmn	cmn_hani_broad.tsv	㥯	['i', 'n']	in	㥯	㥯
56	cmn	cmn_hani_broad.tsv	㧠	['m', 'i']	mi	㧠	㧠
57	cmn	cmn_hani_broad.tsv	㧢	['i', 'n']	in	㧢	㧢
58	cmn	cmn_hani_broad.tsv	㧮	['x', 'u']	ku	㧮	㧮
59	cmn	cmn_hani_broad.tsv	㧻	['t', 'u']	tu	㧻	㧻
60	cmn	cmn_hani_broad.tsv	㨆	['l', 'i', 'n']	lin	㨆	㨆
61	cmn	cmn_hani_broad.tsv	㩘	['n', 'i']	ni	㩘	㩘
62	cmn	cmn_hani_broad.tsv	㪏	['p', 'i']	pi	㪏	㪏
63	cmn	cmn_hani_broad.tsv	㪏㪒	['p', 'i', 'n', 'i']	pini	㪏㪒	㪏㪒
64	cmn	cmn_hani_broad.tsv	㪒	['n', 'i']	ni	㪒	㪒
65	cmn	cmn_hani_broad.tsv	㫘	['m', 'i']	mi	㫘	㫘
66	cmn	cmn_hani_broad.tsv	㬱	['tʰ', 'i']	thi	㬱	㬱
67	cmn	cmn_hani_broad.tsv	㮟	['kʰ', 'a']	kha	㮟	㮟
68	cmn	cmn_hani_broad.tsv	㰀	['l', 'i']	li	㰀	㰀
69	cmn	cmn_hani_broad.tsv	㲞	['s', 'u']	su	㲞	㲞
70	cmn	cmn_hani_broad.tsv	㴵	['m', 'i']	mi	㴵	㴵
71	cmn	cmn_hani_broad.tsv	㷠	['l', 'i', 'n']	lin	㷠	㷠
72	cmn	cmn_hani_broad.tsv	㸚	['l', 'i']	li	㸚	㸚
73	cmn	cmn_hani_broad.tsv	㸚	['l', 'i']	li	㸚	㸚
74	cmn	cmn_hani_broad.tsv	㹈	['l', 'i']	li	㹈	㹈
75	cmn	cmn_hani_broad.tsv	㹍	['t', 'i']	ti	㹍	㹍
76	cmn	cmn_hani_broad.tsv	㹒	['pʰ', 'u']	phu	㹒	㹒
77	cmn	cmn_hani_broad.tsv	㹜	['i', 'n']	in	㹜	㹜
78	cmn	cmn_hani_broad.tsv	㺀	['x', 'u']	ku	㺀	㺀
79	cmn	cmn_hani_broad.tsv	㻬	['tʰ', 'u']	thu	㻬	㻬
80	cmn	cmn_hani_broad.tsv	㻶	['p', 'i']	pi	㻶	㻶
81	cmn	cmn_hani_broad.tsv	㼋	['k', 'u']	ku	㼋	㼋
82	cmn	cmn_hani_broad.tsv	㼖	['l', 'i']	li	㼖	㼖
83	cmn	cmn_hani_broad.tsv	㼵	['t', 'i']	ti	㼵	㼵
84	cmn	cmn_hani_broad.tsv	䀇	['k', 'u']	ku	the	el
85	cmn	cmn_hani_broad.tsv	䀦	['k', 'u']	ku	the	el
86	cmn	cmn_hani_broad.tsv	䃾	['p', 'i']	pi	惾	惾
87	cmn	cmn_hani_broad.tsv	䇘	['x', 'u']	ku	tormented	atormentado
88	cmn	cmn_hani_broad.tsv	䉲	['m', 'i']	mi	色	色
89	cmn	cmn_hani_broad.tsv	䋻	['n', 'i', 'n']	nin	䋻	䋻
90	cmn	cmn_hani_broad.tsv	䍡	['l', 'u']	lu	䍡	䍡
91	cmn	cmn_hani_broad.tsv	䍦	['l', 'i']	li	䍦	䍦
92	cmn	cmn_hani_broad.tsv	䏋	['s', 'u']	su	䏋	䏋
93	cmn	cmn_hani_broad.tsv	䏑	['t', 'i']	ti	the	el
94	cmn	cmn_hani_broad.tsv	䏘	['pʰ', 'i']	phi	䏘	䏘
95	cmn	cmn_hani_broad.tsv	䏲	['tʰ', 'i']	thi	珲	珲
96	cmn	cmn_hani_broad.tsv	䐔	['p', 'i', 'n']	pin	搔	搔
97	cmn	cmn_hani_broad.tsv	䓤	['x', 'u']	ku	瓤	瓤
98	cmn	cmn_hani_broad.tsv	䔁	['l', 'i']	li	攁	攁
99	cmn	cmn_hani_broad.tsv	䔆	['l', 'i']	li	攆	攆
100	cmn	cmn_hani_broad.tsv	䕳	['m', 'i']	mi	敳	敳
101	cmn	cmn_hani_broad.tsv	䖐	['i', 'n']	in	䖐	䖐
102	cmn	cmn_hani_broad.tsv	䖘	['tʰ', 'u']	thu	䖘	䖘
103	cmn	cmn_hani_broad.tsv	䖙	['tʰ', 'i']	thi	䖙	䖙
104	cmn	cmn_hani_broad.tsv	䙰	['l', 'i']	li	䙰	䙰
105	cmn	cmn_hani_broad.tsv	䚕	['l', 'i']	li	䚕	䚕
106	cmn	cmn_hani_broad.tsv	䛏	['n', 'i']	ni	囏	囏
107	cmn	cmn_hani_broad.tsv	䞱	['x', 'u']	ku	a	a
108	cmn	cmn_hani_broad.tsv	䟻	['t', 'u']	tu	䟻	䟻
109	cmn	cmn_hani_broad.tsv	䡛	['i', 'n']	in	䡛	䡛
110	cmn	cmn_hani_broad.tsv	䡟	['pʰ', 'i']	phi	Beef	Carne de res
111	cmn	cmn_hani_broad.tsv	䢱	['t', 'u']	tu	䢱	䢱
112	cmn	cmn_hani_broad.tsv	䣄	['tʰ', 'u']	thu	the	el
113	cmn	cmn_hani_broad.tsv	䣫	['l', 'i']	li	䣫	䣫
114	cmn	cmn_hani_broad.tsv	䤙	['l', 'i']	li	䤙	䤙
115	cmn	cmn_hani_broad.tsv	䨤	['t', 'i']	ti	䨤	䨤
116	cmn	cmn_hani_broad.tsv	䩮	['l', 'u']	lu	䩮	䩮
117	cmn	cmn_hani_broad.tsv	䫌	['pʰ', 'i']	phi	䫌	䫌
118	cmn	cmn_hani_broad.tsv	䫠	['pʰ', 'i']	phi	the	el
119	cmn	cmn_hani_broad.tsv	䫰	['l', 'i', 'n']	lin	䫰	䫰
120	cmn	cmn_hani_broad.tsv	䫾	['p', 'i']	pi	䫾	䫾
121	cmn	cmn_hani_broad.tsv	䫾	['p', 'i']	pi	䫾	䫾
122	cmn	cmn_hani_broad.tsv	䬅	['l', 'i']	li	䬅	䬅
123	cmn	cmn_hani_broad.tsv	䬆	['l', 'i']	li	tormented	atormentado
124	cmn	cmn_hani_broad.tsv	䬍	['x', 'u']	ku	䬍	䬍
125	cmn	cmn_hani_broad.tsv	䬏	['p', 'u']	pu	the	el
126	cmn	cmn_hani_broad.tsv	䬛	['p', 'i']	pi	䬛	䬛
127	cmn	cmn_hani_broad.tsv	䬫	['tʰ', 'i']	thi	䬫	䬫
128	cmn	cmn_hani_broad.tsv	䬾	['tʰ', 'i']	thi	䬾	䬾
129	cmn	cmn_hani_broad.tsv	䭅	['x', 'u']	ku	tormented	atormentado
130	cmn	cmn_hani_broad.tsv	䭧	['m', 'i']	mi	tortoise	tortuga
131	cmn	cmn_hani_broad.tsv	䮉	['l', 'u']	lu	䮉	䮉
132	cmn	cmn_hani_broad.tsv	䮋	['l', 'i']	li	䮋	䮋
133	cmn	cmn_hani_broad.tsv	䮒	['pʰ', 'u']	phu	䮒	䮒
134	cmn	cmn_hani_broad.tsv	䮠	['p', 'i']	pi	䮠	䮠
135	cmn	cmn_hani_broad.tsv	䮡	['p', 'i']	pi	䮡	䮡
136	cmn	cmn_hani_broad.tsv	䮥	['l', 'i']	li	䮥	䮥
137	cmn	cmn_hani_broad.tsv	䮩	['k', 'u']	ku	tortoise	tortuga
138	cmn	cmn_hani_broad.tsv	䮭	['m', 'i']	mi	torment	tormento
139	cmn	cmn_hani_broad.tsv	䮷	['t', 'u']	tu	䮷	䮷
140	cmn	cmn_hani_broad.tsv	䯇	['kʰ', 'u']	khu	the	el
141	cmn	cmn_hani_broad.tsv	䯗	['p', 'i']	pi	䯗	䯗
142	cmn	cmn_hani_broad.tsv	䯜	['tʰ', 'i']	thi	䯜	䯜
143	cmn	cmn_hani_broad.tsv	䯱	['pʰ', 'i']	phi	䯱	䯱
144	cmn	cmn_hani_broad.tsv	䯼	['t', 'i']	ti	䯼	䯼
145	cmn	cmn_hani_broad.tsv	䰕	['l', 'u']	lu	䰕	䰕
146	cmn	cmn_hani_broad.tsv	䰦	['pʰ', 'i']	phi	the	el
147	cmn	cmn_hani_broad.tsv	䰧	['x', 'u']	ku	arrogance	arrogancia
148	cmn	cmn_hani_broad.tsv	䰩	['t', 'u']	tu	tormented	atormentado
149	cmn	cmn_hani_broad.tsv	䰼	['i', 'n']	in	tormented	atormentado
150	cmn	cmn_hani_broad.tsv	䱊	['m', 'i']	mi	to do	hacer
151	cmn	cmn_hani_broad.tsv	䱚	['l', 'u']	lu	䱚	䱚
152	cmn	cmn_hani_broad.tsv	䱦	['i', 'n']	in	the	el
153	cmn	cmn_hani_broad.tsv	䱯	['m', 'u']	mu	䱯	䱯
154	cmn	cmn_hani_broad.tsv	䱱	['t', 'i']	ti	䱱	䱱
155	cmn	cmn_hani_broad.tsv	䱱	['tʰ', 'i']	thi	䱱	䱱
156	cmn	cmn_hani_broad.tsv	䲄	['m', 'i', 'n']	min	䲄	䲄
157	cmn	cmn_hani_broad.tsv	䲐	['l', 'u']	lu	䲐	䲐
158	cmn	cmn_hani_broad.tsv	䲕	['pʰ', 'u']	phu	䲕	䲕
159	cmn	cmn_hani_broad.tsv	䲧	['t', 'u']	tu	沧	沧
160	cmn	cmn_hani_broad.tsv	䲹	['pʰ', 'i']	phi	䲹	䲹
161	cmn	cmn_hani_broad.tsv	䳝	['p', 'u']	pu	泝	泝
162	cmn	cmn_hani_broad.tsv	䴆	['pʰ', 'u']	phu	tortoise	tortuga
163	cmn	cmn_hani_broad.tsv	䴆	['pʰ', 'u']	phu	tortoise	tortuga
164	cmn	cmn_hani_broad.tsv	䴞	['t', 'i']	ti	䴞	䴞
165	cmn	cmn_hani_broad.tsv	䴣	['x', 'u']	ku	the	el
166	cmn	cmn_hani_broad.tsv	䴦	['i', 'n']	in	the	el
167	cmn	cmn_hani_broad.tsv	䴪	['l', 'u']	lu	the ghost	el fantasma
168	cmn	cmn_hani_broad.tsv	䴯	['x', 'u']	ku	䴯	䴯
169	cmn	cmn_hani_broad.tsv	䴺	['p', 'u']	pu	pheasant	Faisán
170	cmn	cmn_hani_broad.tsv	䴻	['l', 'i']	li	䴻	䴻
171	cmn	cmn_hani_broad.tsv	䴽	['pʰ', 'i']	phi	䴽	䴽
172	cmn	cmn_hani_broad.tsv	䵈	['kʰ', 'u']	khu	䵈	䵈
173	cmn	cmn_hani_broad.tsv	䵒	['n', 'i']	ni	䵒	䵒
174	cmn	cmn_hani_broad.tsv	䵓	['l', 'i']	li	䵓	䵓
175	cmn	cmn_hani_broad.tsv	䵗	['p', 'i']	pi	䵗	䵗
176	cmn	cmn_hani_broad.tsv	䵠	['t', 'i']	ti	䵠	䵠
177	cmn	cmn_hani_broad.tsv	䵻	['k', 'u']	ku	Wu	Wu
178	cmn	cmn_hani_broad.tsv	䵻	['x', 'u']	ku	Wu	Wu
179	cmn	cmn_hani_broad.tsv	䶍	['t', 'i']	ti	the	el
180	cmn	cmn_hani_broad.tsv	䶑	['tʰ', 'i']	thi	the	el
181	cmn	cmn_hani_broad.tsv	䶘	['l', 'i']	li	waving	ondulación
182	cmn	cmn_hani_broad.tsv	䶜	['k', 'u']	ku	a	a
183	cmn	cmn_hani_broad.tsv	一下	['i', 'x', 'a']	ika	one time	una vez
184	cmn	cmn_hani_broad.tsv	一例	['i', 'l', 'i']	ili	a case	un caso
185	cmn	cmn_hani_broad.tsv	一力	['i', 'l', 'i']	ili	a force	una fuerza
186	cmn	cmn_hani_broad.tsv	一半	['i', 'p', 'a', 'n']	ipan	half	medio
187	cmn	cmn_hani_broad.tsv	一屄	['i', 'p', 'i']	ipi	a pussy	un coño
188	cmn	cmn_hani_broad.tsv	一度	['i', 't', 'u']	itu	one time	una vez
189	cmn	cmn_hani_broad.tsv	一批	['i', 'pʰ', 'i']	iphi	a batch	un lote
190	cmn	cmn_hani_broad.tsv	一步	['i', 'p', 'u']	ipu	step	paso
191	cmn	cmn_hani_broad.tsv	一目	['i', 'm', 'u']	imu	at a glance	de un vistazo
192	cmn	cmn_hani_broad.tsv	一睹	['i', 't', 'u']	itu	glimpse	vistazo
193	cmn	cmn_hani_broad.tsv	一股	['i', 'k', 'u']	iku	one share	una acción
194	cmn	cmn_hani_broad.tsv	一路	['i', 'l', 'u']	ilu	all the way	todo el camino
195	cmn	cmn_hani_broad.tsv	一部	['i', 'p', 'u']	ipu	one part	una parte
196	cmn	cmn_hani_broad.tsv	一骨碌	['i', 'k', 'u', 'l', 'u']	ikulu	one bone	un hueso
197	cmn	cmn_hani_broad.tsv	一骨碌	['i', 'k', 'u', 'l', 'u']	ikulu	one bone	un hueso
198	cmn	cmn_hani_broad.tsv	一骨碌	['i', 'k', 'u', 'l', 'u']	ikulu	one bone	un hueso
199	cmn	cmn_hani_broad.tsv	一體	['i', 'tʰ', 'i']	ithi	one body	un cuerpo
200	cmn	cmn_hani_broad.tsv	一鼓	['i', 'k', 'u']	iku	a drum	un tambor
201	cmn	cmn_hani_broad.tsv	下	['x', 'a']	ka	Down	Abajo
202	cmn	cmn_hani_broad.tsv	下下	['x', 'a', 'x', 'a']	kaka	up and down	arriba y abajo
203	cmn	cmn_hani_broad.tsv	不	['p', 'u']	pu	No	No
204	cmn	cmn_hani_broad.tsv	不俗	['p', 'u', 's', 'u']	pusu	good	bien
205	cmn	cmn_hani_broad.tsv	不利	['p', 'u', 'l', 'i']	puli	unfavorable	desfavorable
206	cmn	cmn_hani_broad.tsv	不力	['p', 'u', 'l', 'i']	puli	weak	débil
207	cmn	cmn_hani_broad.tsv	不吝	['p', 'u', 'l', 'i', 'n']	pulin	generous	generoso
208	cmn	cmn_hani_broad.tsv	不密	['p', 'u', 'm', 'i']	pumi	not dense	no denso
209	cmn	cmn_hani_broad.tsv	不必	['p', 'u', 'p', 'i']	pupi	don't have to	no tienes que
210	cmn	cmn_hani_broad.tsv	不敏	['p', 'u', 'm', 'i', 'n']	pumin	insensitive	insensible
211	cmn	cmn_hani_broad.tsv	不敵	['p', 'u', 't', 'i']	puti	lost	perdido
212	cmn	cmn_hani_broad.tsv	不比	['p', 'u', 'p', 'i']	pupi	no better than	no mejor que
213	cmn	cmn_hani_broad.tsv	不泯	['p', 'u', 'm', 'i', 'n']	pumin	Do not obliterate	no borrar
214	cmn	cmn_hani_broad.tsv	不獨	['p', 'u', 't', 'u']	putu	not only	no solo
215	cmn	cmn_hani_broad.tsv	不理	['p', 'u', 'l', 'i']	puli	ignore	ignorar
216	cmn	cmn_hani_broad.tsv	不穀	['p', 'u', 'k', 'u']	puku	not valley	no valle
217	cmn	cmn_hani_broad.tsv	不第	['p', 'u', 't', 'i']	puti	Not the first	no es el primero
218	cmn	cmn_hani_broad.tsv	不辜	['p', 'u', 'k', 'u']	puku	innocent	inocente
219	cmn	cmn_hani_broad.tsv	不速	['p', 'u', 's', 'u']	pusu	unhurried	sin prisas
220	cmn	cmn_hani_broad.tsv	不避	['p', 'u', 'p', 'i']	pupi	Do not avoid	no evitar
221	cmn	cmn_hani_broad.tsv	不離	['p', 'u', 'l', 'i']	puli	inseparable	inseparable
222	cmn	cmn_hani_broad.tsv	不題	['p', 'u', 'tʰ', 'i']	puthi	no question	no hay duda
223	cmn	cmn_hani_broad.tsv	不顧	['p', 'u', 'k', 'u']	puku	regardless of	independientemente de
224	cmn	cmn_hani_broad.tsv	丕	['p', 'u']	pu	Pi	Pi
225	cmn	cmn_hani_broad.tsv	丕	['pʰ', 'i']	phi	Pi	Pi
226	cmn	cmn_hani_broad.tsv	乎	['x', 'u']	ku	Almost	Casi
227	cmn	cmn_hani_broad.tsv	乎	['x', 'u']	ku	Almost	Casi
228	cmn	cmn_hani_broad.tsv	乎乎	['x', 'u', 'x', 'u']	kuku	almost	casi
229	cmn	cmn_hani_broad.tsv	乑	['i', 'n']	in	乑	乑
230	cmn	cmn_hani_broad.tsv	乙醚	['i', 'm', 'i']	imi	Ether	Éter
231	cmn	cmn_hani_broad.tsv	亃	['l', 'i', 'n']	lin	the	el
232	cmn	cmn_hani_broad.tsv	互	['x', 'u']	ku	mutual	mutual
233	cmn	cmn_hani_broad.tsv	互利	['x', 'u', 'l', 'i']	kuli	mutual benefit	beneficio mutuo
234	cmn	cmn_hani_broad.tsv	互素	['x', 'u', 's', 'u']	kusu	mutual prime	primo mutuo
235	cmn	cmn_hani_broad.tsv	互補	['x', 'u', 'p', 'u']	kupu	complementary	complementario
236	cmn	cmn_hani_broad.tsv	五帝	['u', 't', 'i']	uti	five emperors	cinco emperadores
237	cmn	cmn_hani_broad.tsv	五湖	['u', 'x', 'u']	uku	five lakes	cinco lagos
238	cmn	cmn_hani_broad.tsv	五穀	['u', 'k', 'u']	uku	grains	granos
239	cmn	cmn_hani_broad.tsv	五筆	['u', 'p', 'i']	upi	Wubi	Wubi
240	cmn	cmn_hani_broad.tsv	五股	['u', 'k', 'u']	uku	five shares	cinco acciones
241	cmn	cmn_hani_broad.tsv	五胡	['u', 'x', 'u']	uku	Wuhu	wuhu
242	cmn	cmn_hani_broad.tsv	五里	['u', 'l', 'i']	uli	five miles	cinco millas
243	cmn	cmn_hani_broad.tsv	五里鋪	['u', 'l', 'i', 'pʰ', 'u']	uliphu	wulipu	wulipu
244	cmn	cmn_hani_broad.tsv	仂	['l', 'i']	li	tithe	diezmo
245	cmn	cmn_hani_broad.tsv	仆	['pʰ', 'u']	phu	servant	servidor
246	cmn	cmn_hani_broad.tsv	他	['tʰ', 'a']	tha	he	él
247	cmn	cmn_hani_broad.tsv	他	['tʰ', 'a']	tha	he	él
248	cmn	cmn_hani_broad.tsv	以利	['i', 'l', 'i']	ili	Eliminate	Eliminar
249	cmn	cmn_hani_broad.tsv	仫	['m', 'u']	mu	Mu	Mu
250	cmn	cmn_hani_broad.tsv	仳	['pʰ', 'i']	phi	part	parte
251	cmn	cmn_hani_broad.tsv	仳	['pʰ', 'i']	phi	part	parte
252	cmn	cmn_hani_broad.tsv	仳離	['pʰ', 'i', 'l', 'i']	phili	divorced	divorciado
253	cmn	cmn_hani_broad.tsv	伊利湖	['i', 'l', 'i', 'x', 'u']	iliku	lake erie	Lago Erie
254	cmn	cmn_hani_broad.tsv	伊犁	['i', 'l', 'i']	ili	Yili	Yili
255	cmn	cmn_hani_broad.tsv	伒	['i', 'n']	in	漒	漒
256	cmn	cmn_hani_broad.tsv	估	['k', 'u']	ku	estimate	estimar
257	cmn	cmn_hani_broad.tsv	估	['k', 'u']	ku	estimate	estimar
258	cmn	cmn_hani_broad.tsv	估	['k', 'u']	ku	estimate	estimar
259	cmn	cmn_hani_broad.tsv	估	['k', 'u']	ku	estimate	estimar
260	cmn	cmn_hani_broad.tsv	伾	['pʰ', 'i']	phi	influential	influyente
261	cmn	cmn_hani_broad.tsv	佈	['p', 'u']	pu	cloth	paño
262	cmn	cmn_hani_broad.tsv	佊	['p', 'i']	pi	the	el
263	cmn	cmn_hani_broad.tsv	低	['t', 'i']	ti	Low	Bajo
264	cmn	cmn_hani_broad.tsv	低	['t', 'i']	ti	Low	Bajo
265	cmn	cmn_hani_broad.tsv	低估	['t', 'i', 'k', 'u']	tiku	underestimate	subestimar
266	cmn	cmn_hani_broad.tsv	低俗	['t', 'i', 's', 'u']	tisu	vulgar	vulgar
267	cmn	cmn_hani_broad.tsv	低地	['t', 'i', 't', 'i']	titi	lowland	tierras bajas
268	cmn	cmn_hani_broad.tsv	低度	['t', 'i', 't', 'u']	titu	B	B
269	cmn	cmn_hani_broad.tsv	低胡	['t', 'i', 'x', 'u']	tiku	low beard	barba baja
270	cmn	cmn_hani_broad.tsv	低谷	['t', 'i', 'k', 'u']	tiku	trough	canal
271	cmn	cmn_hani_broad.tsv	低迷	['t', 'i', 'm', 'i']	timi	downturn	recesión
272	cmn	cmn_hani_broad.tsv	低速	['t', 'i', 's', 'u']	tisu	low speed	baja velocidad
273	cmn	cmn_hani_broad.tsv	佖	['p', 'i']	pi	佖	佖
274	cmn	cmn_hani_broad.tsv	余	['tʰ', 'u']	thu	Remain	Permanecer
275	cmn	cmn_hani_broad.tsv	佛	['p', 'i']	pi	Buddha	Buda
276	cmn	cmn_hani_broad.tsv	你	['n', 'i']	ni	you	tú
277	cmn	cmn_hani_broad.tsv	你	['n', 'i']	ni	you	tú
278	cmn	cmn_hani_broad.tsv	例	['l', 'i']	li	example	ejemplo
279	cmn	cmn_hani_broad.tsv	例	['n', 'i']	ni	example	ejemplo
280	cmn	cmn_hani_broad.tsv	例題	['l', 'i', 'tʰ', 'i']	lithi	example	ejemplo
281	cmn	cmn_hani_broad.tsv	侎	['m', 'i']	mi	侎	侎
282	cmn	cmn_hani_broad.tsv	侓	['l', 'u']	lu	tormented	atormentado
283	cmn	cmn_hani_broad.tsv	俈	['kʰ', 'u']	khu	the	el
284	cmn	cmn_hani_broad.tsv	俐	['l', 'i']	li	Li	li
285	cmn	cmn_hani_broad.tsv	俗	['s', 'u']	su	vulgar	vulgar
286	cmn	cmn_hani_broad.tsv	俗例	['s', 'u', 'l', 'i']	suli	common practice	práctica común
287	cmn	cmn_hani_broad.tsv	俗吏	['s', 'u', 'l', 'i']	suli	Layman	Laico
